coo: 52.073876_4.293582;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2022-08-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.74;80.75;24.92;92.41;34.01;105.07;42.52;119.71;49.71;137.56;54.53;159.56;55.80;184.57;53.13;208.82;47.29;229.28;39.51;245.81;30.71;259.59;21.52;271.78;12.39;283.26;3.68;294.69;-4.26;306.57;--;--;--;--;
2022-08-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.56;80.93;24.74;92.61;33.82;105.28;42.31;119.92;49.49;137.76;54.29;159.68;55.55;184.58;52.88;208.71;47.06;229.12;39.29;245.63;30.50;259.42;21.32;271.62;12.18;283.11;3.46;294.56;-4.48;306.45;--;--;--;--;
2022-08-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.37;81.12;24.55;92.80;33.63;105.49;42.11;120.13;49.26;137.95;54.04;159.81;55.29;184.59;52.62;208.61;46.83;228.96;39.07;245.46;30.29;259.24;21.10;271.45;11.96;282.96;3.24;294.42;-4.72;306.33;--;--;--;--;
2022-08-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.18;81.31;24.36;93.01;33.44;105.70;41.90;120.35;49.03;138.16;53.78;159.95;55.02;184.60;52.37;208.51;46.58;228.79;38.84;245.28;30.07;259.07;20.89;271.29;11.74;282.81;3.01;294.28;-4.96;306.21;--;--;--;--;
2022-08-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.98;81.50;24.17;93.22;33.24;105.92;41.69;120.58;48.80;138.36;53.52;160.08;54.75;184.62;52.10;208.41;46.34;228.64;38.61;245.10;29.84;258.89;20.66;271.12;11.52;282.65;2.77;294.14;-5.20;306.09;--;--;--;--;
2022-08-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.79;81.70;23.98;93.43;33.04;106.15;41.48;120.81;48.56;138.58;53.26;160.23;54.47;184.64;51.83;208.32;46.08;228.48;38.37;244.93;29.61;258.72;20.44;270.95;11.29;282.50;2.53;294.00;-5.45;305.97;--;--;--;--;
2022-08-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.59;81.91;23.78;93.65;32.84;106.38;41.26;121.05;48.32;138.79;53.00;160.37;54.19;184.66;51.56;208.22;45.82;228.32;38.13;244.75;29.38;258.54;20.20;270.79;11.05;282.34;2.29;293.86;-5.71;305.85;--;--;--;--;
2022-08-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.39;82.11;23.58;93.87;32.63;106.61;41.04;121.29;48.08;139.01;52.73;160.52;53.91;184.69;51.28;208.13;45.56;228.17;37.88;244.57;29.14;258.36;19.97;270.62;10.81;282.19;2.04;293.72;-5.97;305.73;--;--;--;--;
2022-08-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.19;82.33;23.38;94.10;32.43;106.85;40.82;121.53;47.83;139.24;52.45;160.68;53.62;184.72;51.00;208.05;45.29;228.01;37.62;244.40;28.89;258.19;19.72;270.45;10.56;282.03;1.79;293.58;-6.23;305.61;--;--;--;--;
2022-08-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.99;82.55;23.18;94.33;32.22;107.10;40.59;121.78;47.58;139.46;52.18;160.83;53.33;184.75;50.71;207.96;45.02;227.86;37.36;244.22;28.64;258.01;19.47;270.28;10.31;281.87;1.53;293.44;-6.50;305.48;--;--;--;--;
2022-08-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.79;82.77;22.98;94.56;32.01;107.34;40.37;122.03;47.33;139.70;51.90;160.99;53.03;184.79;50.41;207.88;44.74;227.71;37.10;244.05;28.38;257.84;19.22;270.11;10.06;281.72;1.27;293.29;-6.77;305.36;--;--;--;--;
2022-08-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.58;82.99;22.77;94.80;31.79;107.59;40.14;122.28;47.07;139.93;51.61;161.16;52.73;184.83;50.11;207.80;44.46;227.57;36.83;243.88;28.12;257.66;18.96;269.95;9.80;281.56;1.00;293.15;-7.05;305.24;--;--;--;--;
2022-08-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.37;83.22;22.57;95.05;31.58;107.85;39.90;122.54;46.82;140.17;51.32;161.32;52.42;184.87;49.81;207.72;44.17;227.42;36.55;243.70;27.86;257.49;18.70;269.78;9.53;281.40;0.73;293.01;-7.33;305.12;--;--;--;--;
2022-08-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.16;83.46;22.36;95.29;31.36;108.11;39.67;122.81;46.55;140.41;51.03;161.49;52.12;184.92;49.50;207.65;43.87;227.28;36.27;243.53;27.59;257.31;18.43;269.61;9.26;281.24;0.45;292.86;-7.62;305.00;--;--;--;--;
2022-08-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.95;83.69;22.14;95.54;31.14;108.37;39.43;123.07;46.29;140.65;50.74;161.66;51.80;184.97;49.19;207.58;43.58;227.13;35.99;243.36;27.31;257.13;18.16;269.44;8.99;281.08;0.17;292.72;-7.91;304.87;--;--;--;--;
2022-08-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.74;83.94;21.93;95.80;30.92;108.64;39.19;123.34;46.02;140.90;50.44;161.84;51.48;185.02;48.88;207.51;43.27;226.99;35.70;243.19;27.04;256.96;17.89;269.27;8.71;280.92;-0.12;292.58;-8.21;304.75;--;--;--;--;
2022-08-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.52;84.18;21.72;96.06;30.69;108.91;38.94;123.61;45.75;141.15;50.14;162.02;51.16;185.07;48.56;207.45;42.97;226.85;35.41;243.02;26.75;256.79;17.61;269.10;8.42;280.77;-0.41;292.43;-8.51;304.63;--;--;--;--;
2022-08-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.31;84.43;21.50;96.32;30.47;109.18;38.70;123.89;45.47;141.40;49.83;162.19;50.84;185.13;48.23;207.38;42.66;226.72;35.11;242.86;26.46;256.61;17.32;268.93;8.14;280.61;-0.70;292.29;-8.81;304.50;--;--;--;--;
2022-08-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.09;84.68;21.28;96.58;30.24;109.45;38.45;124.17;45.19;141.66;49.52;162.38;50.51;185.19;47.91;207.32;42.34;226.58;34.81;242.69;26.17;256.44;17.03;268.76;7.85;280.45;-1.00;292.14;--;--;--;--;--;--;
2022-08-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.87;84.94;21.06;96.85;30.01;109.73;38.20;124.45;44.91;141.91;49.21;162.56;50.18;185.25;47.57;207.26;42.02;226.45;34.51;242.53;25.88;256.27;16.74;268.59;7.55;280.29;-1.30;292.00;--;--;--;--;--;--;
2022-08-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.65;85.20;20.84;97.12;29.78;110.01;37.95;124.73;44.63;142.17;48.89;162.74;49.84;185.31;47.24;207.20;41.70;226.32;34.20;242.36;25.58;256.09;16.44;268.42;7.25;280.13;-1.61;291.85;--;--;--;--;--;--;
2022-08-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.43;85.46;20.62;97.40;29.54;110.30;37.69;125.01;44.35;142.43;48.58;162.93;49.51;185.38;46.90;207.15;41.37;226.19;33.88;242.20;25.27;255.92;16.14;268.25;6.95;279.97;-1.92;291.71;--;--;--;--;--;--;
2022-08-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.20;85.73;20.39;97.67;29.31;110.58;37.43;125.30;44.06;142.69;48.26;163.12;49.17;185.44;46.56;207.10;41.04;226.06;33.57;242.04;24.96;255.75;15.84;268.08;6.64;279.81;-2.23;291.56;--;--;--;--;--;--;
2022-08-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.98;85.99;20.16;97.95;29.07;110.87;37.17;125.59;43.77;142.95;47.93;163.30;48.82;185.51;46.21;207.05;40.71;225.93;33.25;241.88;24.65;255.58;15.53;267.91;6.33;279.65;-2.55;291.42;--;--;--;--;--;--;
2022-08-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.75;86.27;19.94;98.23;28.83;111.16;36.91;125.88;43.47;143.22;47.61;163.49;48.47;185.58;45.86;207.00;40.37;225.81;32.92;241.72;24.34;255.41;15.22;267.74;6.02;279.49;-2.87;291.27;--;--;--;--;--;--;
2022-08-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.52;86.54;19.71;98.52;28.59;111.46;36.65;126.17;43.18;143.48;47.28;163.69;48.12;185.65;45.51;206.95;40.03;225.69;32.59;241.56;24.02;255.24;14.91;267.58;5.71;279.33;-3.19;291.12;--;--;--;--;--;--;
2022-08-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.29;86.82;19.48;98.81;28.34;111.75;36.38;126.47;42.88;143.75;46.94;163.88;47.77;185.73;45.15;206.91;39.68;225.57;32.26;241.40;23.70;255.07;14.59;267.41;5.39;279.16;-3.52;290.98;--;--;--;--;--;--;
2022-08-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.06;87.10;19.24;99.10;28.10;112.05;36.11;126.76;42.58;144.02;46.61;164.07;47.41;185.80;44.80;206.87;39.33;225.45;31.93;241.24;23.37;254.90;14.27;267.24;5.06;279.00;-3.85;290.83;--;--;--;--;--;--;
2022-08-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.83;87.38;19.01;99.39;27.85;112.35;35.84;127.06;42.27;144.29;46.27;164.26;47.05;185.88;44.43;206.83;38.98;225.33;31.59;241.09;23.04;254.73;13.94;267.07;4.74;278.84;-4.18;290.68;--;--;--;--;--;--;
2022-08-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.60;87.66;18.77;99.68;27.60;112.65;35.57;127.36;41.97;144.56;45.93;164.46;46.69;185.95;44.07;206.79;38.63;225.21;31.25;240.94;22.71;254.56;13.61;266.90;4.41;278.68;-4.51;290.54;--;--;--;--;--;--;
2022-08-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.36;87.95;18.54;99.98;27.35;112.96;35.29;127.66;41.66;144.83;45.59;164.65;46.33;186.03;43.70;206.75;38.27;225.10;30.90;240.78;22.38;254.40;13.28;266.73;4.08;278.52;-4.85;290.39;--;--;--;--;--;--;
2022-09-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.13;88.24;18.30;100.28;27.10;113.26;35.02;127.96;41.35;145.09;45.25;164.84;45.96;186.11;43.33;206.71;37.91;224.98;30.56;240.63;22.04;254.23;12.95;266.57;3.74;278.36;-5.19;290.24;--;--;--;--;--;--;
2022-09-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.89;88.53;18.06;100.58;26.85;113.57;34.74;128.26;41.04;145.36;44.90;165.04;45.59;186.19;42.96;206.68;37.55;224.87;30.21;240.48;21.70;254.07;12.62;266.40;3.41;278.20;-5.53;290.09;--;--;--;--;--;--;
2022-09-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.66;88.82;17.82;100.88;26.59;113.87;34.46;128.56;40.72;145.63;44.55;165.23;45.22;186.27;42.59;206.65;37.19;224.76;29.85;240.33;21.36;253.90;12.28;266.23;3.07;278.04;-5.88;289.94;--;--;--;--;--;--;
2022-09-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.42;89.12;17.57;101.18;26.33;114.18;34.18;128.86;40.41;145.90;44.20;165.43;44.85;186.35;42.21;206.61;36.82;224.65;29.50;240.18;21.01;253.74;11.94;266.07;2.72;277.88;-6.23;289.79;--;--;--;--;--;--;
2022-09-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.33;101.49;26.08;114.49;33.89;129.17;40.09;146.17;43.85;165.62;44.47;186.43;41.83;206.58;36.45;224.55;29.14;240.03;20.67;253.57;11.59;265.90;2.38;277.71;-6.58;289.64;--;--;--;--;--;--;
2022-09-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.09;101.79;25.82;114.80;33.60;129.47;39.77;146.44;43.49;165.81;44.10;186.51;41.45;206.55;36.08;224.44;28.78;239.89;20.32;253.41;11.25;265.73;2.04;277.55;-6.93;289.49;--;--;--;--;--;--;
2022-09-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.84;102.10;25.55;115.11;33.32;129.77;39.45;146.71;43.14;166.00;43.72;186.59;41.07;206.52;35.70;224.33;28.42;239.74;19.96;253.25;10.90;265.56;1.69;277.39;-7.28;289.34;--;--;--;--;--;--;
2022-09-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.59;102.40;25.29;115.42;33.03;130.07;39.12;146.98;42.78;166.20;43.34;186.67;40.68;206.50;35.33;224.23;28.06;239.60;19.61;253.08;10.55;265.40;1.34;277.23;-7.64;289.19;--;--;--;--;--;--;
2022-09-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.34;102.71;25.02;115.73;32.73;130.37;38.80;147.25;42.42;166.39;42.96;186.75;40.30;206.47;34.95;224.13;27.69;239.45;19.25;252.92;10.20;265.23;0.99;277.06;-7.99;289.04;--;--;--;--;--;--;
2022-09-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.09;103.02;24.76;116.04;32.44;130.68;38.47;147.51;42.06;166.58;42.57;186.83;39.91;206.44;34.57;224.03;27.33;239.31;18.90;252.76;9.85;265.06;0.63;276.90;-8.35;288.89;--;--;--;--;--;--;
2022-09-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.84;103.33;24.49;116.35;32.15;130.98;38.14;147.78;41.69;166.76;42.19;186.91;39.52;206.42;34.19;223.92;26.96;239.17;18.54;252.60;9.50;264.90;0.28;276.74;-8.71;288.74;--;--;--;--;--;--;
2022-09-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.59;103.64;24.22;116.66;31.85;131.28;37.81;148.04;41.33;166.95;41.80;186.99;39.13;206.39;33.81;223.82;26.59;239.02;18.18;252.44;9.14;264.73;-0.08;276.57;-9.07;288.58;--;--;--;--;--;--;
2022-09-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.34;103.95;23.95;116.97;31.55;131.58;37.47;148.30;40.96;167.14;41.41;187.07;38.74;206.36;33.42;223.72;26.22;238.88;17.82;252.28;8.79;264.56;-0.43;276.41;-9.44;288.43;--;--;--;--;--;--;
2022-09-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.08;104.26;23.68;117.28;31.25;131.88;37.14;148.56;40.59;167.32;41.02;187.15;38.34;206.34;33.04;223.63;25.84;238.74;17.45;252.11;8.43;264.40;-0.79;276.24;-9.80;288.28;--;--;--;--;--;--;
2022-09-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.83;104.57;23.41;117.60;30.95;132.17;36.80;148.82;40.22;167.51;40.63;187.23;37.95;206.32;32.65;223.53;25.47;238.60;17.09;251.95;8.07;264.23;-1.15;276.08;--;--;--;--;--;--;--;--;
2022-09-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.57;104.89;23.13;117.90;30.65;132.47;36.47;149.08;39.85;167.69;40.24;187.30;37.56;206.29;32.27;223.43;25.09;238.46;16.73;251.79;7.71;264.06;-1.51;275.91;--;--;--;--;--;--;--;--;
2022-09-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.31;105.20;22.86;118.21;30.34;132.77;36.13;149.34;39.48;167.87;39.85;187.38;37.16;206.27;31.88;223.33;24.72;238.32;16.36;251.64;7.35;263.90;-1.87;275.75;--;--;--;--;--;--;--;--;
2022-09-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.05;105.51;22.58;118.52;30.04;133.06;35.79;149.59;39.11;168.05;39.46;187.46;36.76;206.24;31.49;223.24;24.34;238.18;15.99;251.48;6.99;263.73;-2.23;275.58;--;--;--;--;--;--;--;--;
2022-09-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.80;105.82;22.30;118.83;29.73;133.35;35.45;149.84;38.74;168.23;39.06;187.53;36.37;206.22;31.10;223.14;23.96;238.04;15.63;251.32;6.63;263.56;-2.59;275.41;--;--;--;--;--;--;--;--;
2022-09-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.53;106.13;22.02;119.14;29.43;133.64;35.11;150.09;38.36;168.40;38.67;187.60;35.97;206.19;30.71;223.04;23.59;237.91;15.26;251.16;6.27;263.39;-2.95;275.25;--;--;--;--;--;--;--;--;
2022-09-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.27;106.44;21.74;119.44;29.12;133.93;34.76;150.34;37.99;168.57;38.28;187.68;35.57;206.17;30.32;222.95;23.21;237.77;14.89;251.00;5.90;263.23;-3.31;275.08;--;--;--;--;--;--;--;--;
2022-09-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.01;106.75;21.46;119.75;28.81;134.22;34.42;150.59;37.61;168.74;37.88;187.75;35.17;206.14;29.93;222.85;22.83;237.63;14.52;250.84;5.54;263.06;-3.68;274.91;--;--;--;--;--;--;--;--;
2022-09-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.75;107.05;21.18;120.05;28.50;134.50;34.08;150.83;37.24;168.91;37.49;187.82;34.77;206.12;29.54;222.76;22.45;237.49;14.16;250.68;5.18;262.89;-4.04;274.74;--;--;--;--;--;--;--;--;
2022-09-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.48;107.36;20.89;120.35;28.18;134.79;33.73;151.07;36.86;169.08;37.09;187.89;34.38;206.09;29.15;222.66;22.07;237.36;13.79;250.52;4.82;262.72;-4.40;274.57;--;--;--;--;--;--;--;--;
2022-09-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.22;107.67;20.61;120.65;27.87;135.07;33.38;151.31;36.48;169.24;36.69;187.95;33.98;206.07;28.76;222.57;21.70;237.22;13.42;250.36;4.46;262.55;-4.76;274.40;--;--;--;--;--;--;--;--;
2022-09-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.95;107.97;20.32;120.95;27.56;135.34;33.04;151.54;36.11;169.40;36.30;188.02;33.58;206.04;28.37;222.47;21.32;237.08;13.05;250.20;4.10;262.38;-5.12;274.23;--;--;--;--;--;--;--;--;
2022-09-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.69;108.27;20.04;121.24;27.24;135.62;32.69;151.78;35.73;169.56;35.90;188.08;33.18;206.01;27.98;222.38;20.94;236.95;12.69;250.04;3.73;262.21;-5.48;274.06;--;--;--;--;--;--;--;--;
2022-09-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.42;108.58;19.75;121.54;26.93;135.89;32.34;152.00;35.35;169.72;35.51;188.14;32.78;205.98;27.59;222.28;20.56;236.81;12.32;249.88;3.37;262.04;-5.84;273.88;--;--;--;--;--;--;--;--;
2022-09-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.15;108.88;19.46;121.83;26.61;136.16;31.99;152.23;34.98;169.87;35.11;188.20;32.39;205.95;27.20;222.19;20.19;236.67;11.95;249.72;3.02;261.87;-6.20;273.71;--;--;--;--;--;--;--;--;
2022-09-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.89;109.17;19.18;122.12;26.30;136.43;31.64;152.45;34.60;170.02;34.72;188.26;31.99;205.92;26.82;222.09;19.81;236.53;11.59;249.56;2.66;261.70;-6.55;273.53;--;--;--;--;--;--;--;--;
2022-10-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.62;109.47;18.89;122.40;25.98;136.70;31.30;152.67;34.22;170.17;34.33;188.32;31.59;205.89;26.43;221.99;19.44;236.40;11.23;249.40;2.30;261.52;-6.91;273.36;--;--;--;--;--;--;--;--;
2022-10-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.35;109.77;18.60;122.69;25.66;136.96;30.95;152.89;33.84;170.31;33.93;188.37;31.20;205.86;26.04;221.90;19.07;236.26;10.86;249.24;1.95;261.35;-7.26;273.18;--;--;--;--;--;--;--;--;
2022-10-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.08;110.06;18.31;122.97;25.34;137.22;30.60;153.11;33.47;170.45;33.54;188.42;30.81;205.83;25.66;221.80;18.69;236.12;10.50;249.08;1.59;261.18;-7.61;273.00;--;--;--;--;--;--;--;--;
2022-10-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.81;110.35;18.02;123.25;25.02;137.47;30.25;153.32;33.09;170.59;33.15;188.47;30.41;205.80;25.28;221.70;18.32;235.98;10.14;248.92;1.24;261.00;-7.97;272.83;--;--;--;--;--;--;--;--;
2022-10-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.54;110.64;17.73;123.53;24.71;137.73;29.90;153.52;32.72;170.73;32.76;188.52;30.02;205.76;24.89;221.60;17.95;235.84;9.79;248.75;0.89;260.83;-8.31;272.65;--;--;--;--;--;--;--;--;
2022-10-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.27;110.92;17.43;123.80;24.39;137.97;29.55;153.73;32.34;170.86;32.37;188.57;29.63;205.72;24.51;221.50;17.59;235.70;9.43;248.59;0.54;260.65;-8.66;272.47;--;--;--;--;--;--;--;--;
2022-10-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.00;111.21;17.14;124.07;24.07;138.22;29.20;153.93;31.97;170.99;31.98;188.61;29.25;205.69;24.13;221.41;17.22;235.57;9.07;248.43;0.19;260.48;-9.01;272.28;--;--;--;--;--;--;--;--;
2022-10-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.73;111.49;16.85;124.34;23.75;138.46;28.85;154.12;31.59;171.12;31.60;188.65;28.86;205.65;23.76;221.31;16.86;235.43;8.72;248.26;-0.15;260.30;-9.35;272.10;--;--;--;--;--;--;--;--;
2022-10-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.45;111.77;16.56;124.60;23.43;138.70;28.50;154.31;31.22;171.24;31.21;188.69;28.47;205.61;23.38;221.20;16.49;235.29;8.37;248.10;-0.50;260.12;-9.69;271.92;--;--;--;--;--;--;--;--;
2022-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.18;112.04;16.27;124.86;23.11;138.94;28.16;154.50;30.85;171.36;30.83;188.73;28.09;205.56;23.01;221.10;16.13;235.14;8.02;247.94;-0.84;259.95;--;--;--;--;--;--;--;--;--;--;
