coo: 52.073876_4.293582;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2022-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.97;125.12;22.79;139.17;27.81;154.69;30.48;171.47;30.45;188.76;27.71;205.52;22.64;221.00;15.78;235.00;7.68;247.77;-1.17;259.77;--;--;--;--;--;--;--;--;--;--;
2022-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.68;125.38;22.47;139.39;27.46;154.87;30.11;171.58;30.07;188.79;27.33;205.48;22.27;220.90;15.42;234.86;7.33;247.61;-1.51;259.59;--;--;--;--;--;--;--;--;--;--;
2022-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.39;125.63;22.16;139.62;27.12;155.04;29.75;171.69;29.69;188.82;26.96;205.43;21.90;220.79;15.07;234.72;6.99;247.44;-1.84;259.41;--;--;--;--;--;--;--;--;--;--;
2022-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.10;125.87;21.84;139.84;26.78;155.22;29.38;171.80;29.31;188.85;26.58;205.38;21.54;220.69;14.72;234.58;6.66;247.27;-2.17;259.23;--;--;--;--;--;--;--;--;--;--;
2022-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.80;126.12;21.52;140.05;26.43;155.38;29.02;171.90;28.94;188.87;26.21;205.33;21.18;220.58;14.37;234.43;6.32;247.10;-2.50;259.04;--;--;--;--;--;--;--;--;--;--;
2022-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.51;126.36;21.20;140.26;26.09;155.55;28.65;172.00;28.57;188.89;25.84;205.28;20.82;220.47;14.03;234.29;5.99;246.94;-2.82;258.86;--;--;--;--;--;--;--;--;--;--;
2022-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.22;126.59;20.89;140.47;25.75;155.71;28.29;172.09;28.20;188.91;25.47;205.23;20.46;220.37;13.68;234.14;5.66;246.77;-3.14;258.68;--;--;--;--;--;--;--;--;--;--;
2022-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.93;126.82;20.57;140.67;25.41;155.86;27.93;172.18;27.83;188.92;25.11;205.17;20.11;220.26;13.35;234.00;5.33;246.60;-3.46;258.49;--;--;--;--;--;--;--;--;--;--;
2022-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.64;127.05;20.26;140.87;25.07;156.01;27.58;172.27;27.47;188.93;24.75;205.11;19.76;220.15;13.01;233.85;5.01;246.43;-3.78;258.31;--;--;--;--;--;--;--;--;--;--;
2022-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.35;127.27;19.95;141.06;24.73;156.16;27.22;172.35;27.10;188.94;24.39;205.06;19.42;220.04;12.68;233.70;4.69;246.26;-4.09;258.12;--;--;--;--;--;--;--;--;--;--;
2022-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.06;127.49;19.63;141.25;24.40;156.30;26.87;172.43;26.75;188.95;24.04;205.00;19.07;219.92;12.35;233.55;4.38;246.09;-4.39;257.94;--;--;--;--;--;--;--;--;--;--;
2022-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.77;127.71;19.32;141.43;24.07;156.44;26.52;172.50;26.39;188.95;23.69;204.93;18.73;219.81;12.03;233.41;4.07;245.91;-4.69;257.75;--;--;--;--;--;--;--;--;--;--;
2022-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.48;127.92;19.01;141.61;23.74;156.58;26.18;172.58;26.04;188.96;23.34;204.87;18.40;219.70;11.71;233.26;3.76;245.74;-4.99;257.56;--;--;--;--;--;--;--;--;--;--;
2022-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.20;128.12;18.70;141.79;23.41;156.70;25.83;172.64;25.69;188.95;22.99;204.80;18.07;219.58;11.39;233.11;3.45;245.57;-5.29;257.37;--;--;--;--;--;--;--;--;--;--;
2022-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.91;128.32;18.40;141.96;23.08;156.83;25.49;172.71;25.34;188.95;22.65;204.73;17.74;219.46;11.08;232.95;3.16;245.40;-5.58;257.18;--;--;--;--;--;--;--;--;--;--;
2022-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.62;128.52;18.09;142.13;22.75;156.95;25.15;172.77;25.00;188.94;22.32;204.66;17.42;219.34;10.77;232.80;2.86;245.22;-5.86;256.99;--;--;--;--;--;--;--;--;--;--;
2022-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.34;128.71;17.79;142.29;22.43;157.06;24.81;172.82;24.66;188.93;21.98;204.59;17.10;219.23;10.46;232.65;2.57;245.05;-6.14;256.80;--;--;--;--;--;--;--;--;--;--;
2022-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.06;128.90;17.49;142.44;22.11;157.17;24.48;172.87;24.32;188.92;21.65;204.52;16.78;219.11;10.16;232.50;2.28;244.87;-6.42;256.61;--;--;--;--;--;--;--;--;--;--;
2022-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.78;129.08;17.19;142.59;21.79;157.28;24.15;172.92;23.99;188.90;21.33;204.44;16.47;218.98;9.87;232.34;2.00;244.69;-6.69;256.42;--;--;--;--;--;--;--;--;--;--;
2022-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.79;116.81;10.50;129.26;16.89;142.74;21.48;157.38;23.82;172.96;23.66;188.88;21.01;204.37;16.16;218.86;9.58;232.19;1.72;244.52;--;--;--;--;--;--;--;--;--;--;
2022-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.53;117.00;10.22;129.43;16.59;142.88;21.16;157.48;23.50;173.00;23.34;188.86;20.69;204.29;15.86;218.74;9.29;232.03;1.45;244.34;--;--;--;--;--;--;--;--;--;--;
2022-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.27;117.19;9.94;129.60;16.30;143.02;20.85;157.57;23.18;173.04;23.02;188.83;20.38;204.20;15.56;218.61;9.01;231.88;1.19;244.16;--;--;--;--;--;--;--;--;--;--;
2022-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.01;117.37;9.67;129.76;16.00;143.15;20.55;157.66;22.86;173.07;22.70;188.80;20.07;204.12;15.27;218.49;8.73;231.72;0.92;243.99;--;--;--;--;--;--;--;--;--;--;
2022-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.75;117.55;9.40;129.92;15.72;143.27;20.24;157.74;22.55;173.10;22.39;188.77;19.77;204.04;14.98;218.36;8.46;231.56;0.67;243.81;--;--;--;--;--;--;--;--;--;--;
2022-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.49;117.73;9.12;130.07;15.43;143.39;19.94;157.82;22.24;173.12;22.08;188.74;19.47;203.95;14.70;218.23;8.19;231.41;0.42;243.63;--;--;--;--;--;--;--;--;--;--;
2022-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.24;117.90;8.85;130.22;15.14;143.51;19.64;157.89;21.94;173.14;21.78;188.70;19.18;203.86;14.42;218.10;7.93;231.25;0.17;243.45;--;--;--;--;--;--;--;--;--;--;
2022-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.98;118.06;8.59;130.36;14.86;143.62;19.35;157.96;21.64;173.16;21.48;188.66;18.89;203.77;14.15;217.97;7.68;231.09;-0.07;243.27;--;--;--;--;--;--;--;--;--;--;
2022-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.73;118.22;8.32;130.49;14.58;143.72;19.06;158.02;21.34;173.17;21.19;188.61;18.61;203.68;13.88;217.84;7.43;230.93;-0.31;243.09;--;--;--;--;--;--;--;--;--;--;
2022-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.48;118.37;8.06;130.62;14.31;143.82;18.77;158.08;21.05;173.18;20.90;188.57;18.33;203.58;13.62;217.71;7.18;230.77;-0.54;242.91;--;--;--;--;--;--;--;--;--;--;
2022-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.23;118.52;7.80;130.75;14.03;143.92;18.49;158.13;20.76;173.18;20.61;188.52;18.06;203.48;13.37;217.57;6.94;230.61;-0.76;242.73;--;--;--;--;--;--;--;--;--;--;
2022-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.01;118.66;7.54;130.87;13.76;144.01;18.21;158.18;20.48;173.18;20.34;188.47;17.79;203.39;13.12;217.44;6.71;230.45;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.26;118.80;7.29;130.98;13.50;144.09;17.93;158.23;20.20;173.17;20.06;188.41;17.53;203.29;12.87;217.30;6.48;230.29;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.50;118.93;7.04;131.09;13.23;144.17;17.66;158.27;19.93;173.17;19.79;188.35;17.28;203.18;12.63;217.17;6.26;230.13;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.74;119.05;6.79;131.20;12.98;144.24;17.40;158.30;19.66;173.15;19.53;188.29;17.03;203.08;12.40;217.03;6.05;229.97;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.54;131.29;12.72;144.31;17.13;158.33;19.40;173.14;19.27;188.23;16.78;202.98;12.17;216.89;5.84;229.81;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.30;131.39;12.47;144.38;16.87;158.36;19.14;173.12;19.02;188.16;16.54;202.87;11.95;216.75;5.64;229.65;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.06;131.47;12.22;144.43;16.62;158.38;18.88;173.10;18.78;188.10;16.31;202.76;11.74;216.61;5.44;229.48;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.82;131.55;11.97;144.49;16.37;158.39;18.63;173.07;18.54;188.02;16.09;202.65;11.53;216.48;5.25;229.32;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.59;131.63;11.73;144.53;16.13;158.40;18.39;173.04;18.30;187.95;15.87;202.54;11.33;216.34;5.06;229.16;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.36;131.70;11.50;144.58;15.89;158.41;18.15;173.00;18.07;187.88;15.65;202.43;11.13;216.19;4.89;229.00;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.13;131.76;11.26;144.61;15.65;158.41;17.92;172.96;17.85;187.80;15.45;202.31;10.94;216.05;4.72;228.84;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.91;131.82;11.04;144.65;15.42;158.41;17.70;172.92;17.63;187.72;15.25;202.20;10.76;215.91;4.55;228.68;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.69;131.88;10.81;144.67;15.20;158.40;17.47;172.88;17.42;187.63;15.05;202.08;10.58;215.77;4.39;228.52;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.47;131.92;10.59;144.69;14.98;158.39;17.26;172.83;17.22;187.55;14.86;201.96;10.42;215.63;4.24;228.36;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.26;131.97;10.38;144.71;14.76;158.37;17.05;172.78;17.02;187.46;14.68;201.85;10.25;215.49;4.10;228.20;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.05;132.00;10.17;144.72;14.55;158.35;16.85;172.72;16.83;187.37;14.51;201.73;10.10;215.35;3.96;228.05;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.85;132.03;9.96;144.73;14.35;158.33;16.65;172.66;16.65;187.28;14.34;201.61;9.95;215.20;3.83;227.89;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.65;132.06;9.76;144.73;14.15;158.30;16.46;172.60;16.47;187.18;14.18;201.48;9.81;215.06;3.71;227.73;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.46;132.08;9.57;144.72;13.96;158.27;16.28;172.54;16.30;187.09;14.03;201.36;9.67;214.92;3.59;227.58;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.27;132.09;9.38;144.71;13.78;158.23;16.10;172.47;16.14;186.99;13.88;201.24;9.55;214.78;3.48;227.42;--;--;--;--;--;--;--;--;--;--;--;--;
2022-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.09;132.10;9.20;144.70;13.60;158.19;15.93;172.40;15.98;186.89;13.74;201.12;9.43;214.64;3.38;227.27;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.91;132.10;9.02;144.68;13.42;158.14;15.77;172.32;15.83;186.79;13.61;200.99;9.31;214.50;3.29;227.12;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.73;132.10;8.84;144.66;13.25;158.10;15.61;172.24;15.69;186.68;13.49;200.87;9.21;214.36;3.20;226.97;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;132.10;8.68;144.63;13.09;158.04;15.46;172.16;15.55;186.58;13.37;200.74;9.11;214.22;3.12;226.82;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.40;132.08;8.52;144.60;12.94;157.99;15.31;172.08;15.42;186.47;13.26;200.62;9.02;214.08;3.05;226.68;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;132.06;8.36;144.56;12.79;157.92;15.18;172.00;15.30;186.36;13.16;200.49;8.94;213.94;2.98;226.53;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.08;132.04;8.21;144.52;12.65;157.86;15.05;171.91;15.19;186.25;13.06;200.37;8.86;213.81;2.92;226.39;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.93;132.01;8.06;144.47;12.51;157.79;14.92;171.82;15.08;186.14;12.97;200.24;8.79;213.67;2.87;226.25;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.79;131.98;7.93;144.42;12.38;157.72;14.81;171.73;14.98;186.03;12.89;200.11;8.73;213.54;2.82;226.11;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.65;131.94;7.79;144.36;12.26;157.65;14.70;171.63;14.89;185.92;12.82;199.99;8.67;213.40;2.79;225.97;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.52;131.90;7.67;144.30;12.14;157.57;14.59;171.53;14.80;185.81;12.75;199.86;8.63;213.27;2.76;225.83;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.39;131.85;7.55;144.24;12.03;157.48;14.50;171.43;14.73;185.69;12.69;199.74;8.59;213.14;2.73;225.70;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.27;131.80;7.44;144.17;11.93;157.40;14.41;171.33;14.66;185.58;12.64;199.61;8.56;213.01;2.72;225.57;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.16;131.74;7.33;144.10;11.84;157.31;14.33;171.23;14.60;185.46;12.60;199.49;8.53;212.89;2.71;225.44;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.05;131.67;7.23;144.02;11.75;157.22;14.26;171.12;14.54;185.34;12.57;199.37;8.51;212.76;2.71;225.32;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;131.61;7.13;143.94;11.67;157.13;14.19;171.02;14.49;185.23;12.54;199.25;8.50;212.64;2.72;225.20;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.85;131.53;7.05;143.86;11.59;157.03;14.14;170.91;14.46;185.11;12.52;199.12;8.50;212.52;2.73;225.08;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.76;131.46;6.97;143.77;11.53;156.93;14.09;170.80;14.42;184.99;12.51;199.00;8.51;212.40;2.75;224.96;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.68;131.38;6.89;143.68;11.47;156.83;14.04;170.68;14.40;184.87;12.50;198.88;8.52;212.28;2.78;224.85;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.60;131.29;6.83;143.58;11.41;156.72;14.01;170.57;14.38;184.76;12.50;198.77;8.54;212.17;2.81;224.74;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.53;131.20;6.77;143.49;11.37;156.61;13.98;170.46;14.37;184.64;12.51;198.65;8.57;212.05;2.85;224.63;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;131.11;6.72;143.38;11.33;156.50;13.96;170.34;14.37;184.52;12.53;198.53;8.60;211.94;2.90;224.53;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;131.01;6.67;143.28;11.30;156.39;13.95;170.22;14.38;184.40;12.56;198.42;8.64;211.84;2.95;224.43;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.35;130.91;6.63;143.17;11.28;156.28;13.94;170.11;14.40;184.29;12.59;198.31;8.69;211.73;3.02;224.33;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.31;130.80;6.60;143.06;11.26;156.16;13.95;169.99;14.42;184.17;12.63;198.20;8.75;211.63;3.09;224.24;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.27;130.69;6.57;142.94;11.25;156.04;13.96;169.87;14.45;184.05;12.68;198.09;8.81;211.53;3.16;224.15;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.24;130.58;6.56;142.83;11.25;155.92;13.98;169.75;14.48;183.94;12.73;197.98;8.88;211.43;3.24;224.06;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.22;130.46;6.55;142.71;11.26;155.80;14.00;169.63;14.53;183.82;12.80;197.88;8.96;211.34;3.33;223.98;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.20;130.34;6.54;142.58;11.27;155.68;14.03;169.51;14.58;183.71;12.87;197.77;9.04;211.25;3.43;223.90;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.19;130.21;6.55;142.46;11.30;155.55;14.08;169.39;14.64;183.59;12.94;197.67;9.14;211.17;3.53;223.83;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.18;130.09;6.56;142.33;11.33;155.43;14.12;169.26;14.71;183.48;13.03;197.58;9.23;211.08;3.64;223.76;--;--;--;--;--;--;--;--;--;--;--;--;
2022-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.19;129.96;6.58;142.20;11.36;155.30;14.18;169.14;14.79;183.37;13.12;197.48;9.34;211.00;3.75;223.70;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.20;129.79;6.61;142.04;11.42;155.14;14.26;168.99;14.89;183.24;13.25;197.36;9.48;210.91;3.90;223.62;--;--;--;--;--;--;--;--;--;--;--;--;
